0.000000e0;-1.555276e1;5.589096e0;1.951482e0;3.222215e0
1.000000e-2;-1.498701e1;5.617211e0;1.928326e0;3.224005e0
2.000000e-2;-1.438012e1;5.652807e0;1.904326e0;3.228966e0
3.000000e-2;-1.377635e1;5.688796e0;1.868106e0;3.228925e0
4.000000e-2;-1.320441e1;5.709516e0;1.844472e0;3.228492e0
5.000000e-2;-1.262073e1;5.758765e0;1.822501e0;3.229734e0
6.000000e-2;-1.200259e1;5.789830e0;1.802673e0;3.239342e0
7.000000e-2;-1.144951e1;5.812111e0;1.772047e0;3.238630e0
8.000000e-2;-1.082227e1;5.869665e0;1.749795e0;3.239278e0
9.000000e-2;-1.024902e1;5.883902e0;1.725864e0;3.239131e0
1.000000e-1;-9.664609e0;5.928500e0;1.709553e0;3.247635e0
1.100000e-1;-9.079277e0;5.963255e0;1.683056e0;3.245844e0
1.200000e-1;-8.468067e0;5.986757e0;1.659087e0;3.246591e0
1.300000e-1;-7.916589e0;6.043305e0;1.636246e0;3.244720e0
1.400000e-1;-7.317756e0;6.056255e0;1.617108e0;3.252524e0
1.500000e-1;-6.733307e0;6.101125e0;1.588190e0;3.252250e0
1.600000e-1;-6.168757e0;6.137245e0;1.566891e0;3.250968e0
1.700000e-1;-5.549970e0;6.157432e0;1.545409e0;3.248419e0
1.800000e-1;-5.134075e0;6.235214e0;1.640621e0;3.213041e0
1.900000e-1;-5.009567e0;6.430864e0;2.144646e0;3.048406e0
2.000000e-1;-4.914220e0;6.625359e0;2.626717e0;2.885677e0
2.100000e-1;-4.810229e0;6.826407e0;3.104653e0;2.690393e0
2.200000e-1;-4.694227e0;7.029157e0;3.588801e0;2.521645e0
2.300000e-1;-4.574050e0;7.229074e0;4.010408e0;2.366708e0
2.400000e-1;-4.459225e0;7.425905e0;4.498860e0;2.208705e0
2.500000e-1;-4.362869e0;7.613833e0;4.977514e0;2.038689e0
2.600000e-1;-4.252239e0;7.806154e0;5.460183e0;1.859690e0
